Text,True_Label,Predicted_Label,MuRIL_Prob,XLM_Prob,Ensemble_Prob,Model_Disagreement,Error_Type,Raw_Confidence
ek din ayega ki tumahara hi rape hoga aur jam kad rape hoga,1,0,0.0945,0.0247,0.0596,False,False Negative (Missed Hate),0.9404
मेरे मन में आप निचली जात के लोगों के लिए बिलकुल घृणा नहीं है,0,1,0.9324,0.9484,0.9404,False,False Positive (Hallucination),0.9404
"yeh jo lahore sey nifrat hai, yeh kisi aur sey nafrat hai.. :p likin sajjo ka scene different hai",1,0,0.0094,0.1103,0.0598,False,False Negative (Missed Hate),0.9402
this could be quicker if they did something and executed more of those political terrorists they are depriving allah in their basic human rights,1,0,0.0151,0.1045,0.0598,False,False Negative (Missed Hate),0.9402
pahle tho padle bsk,0,1,0.987,0.893,0.94,False,False Positive (Hallucination),0.94
"poori video dekh re andhbhakt is hisab se mai bhi bolunga saraswati ka rape kiya bramha ne, krishna ne 16000 ka rape kiya, sita ravan k sath bhaggai",1,0,0.0461,0.0742,0.0601,False,False Negative (Missed Hate),0.9399
कल से गयापंडित दीनदयाल उपाध्याय रेलखंड पर शुरू होगा परिचालन भभुआ से पटना तक चलेगी ट्रेन प्रियदर्शी की रिपोर्ट,1,0,0.0576,0.0632,0.0604,False,False Negative (Missed Hate),0.9396
: जो माननीय सांसद साम दाम दंड भेद द्वारा चल रहे #धर्मांतरण के धंधे को रोकने के लिए संसद में 'धर्मांतरण विरोधी प्राइवेट मेंबर…,0,1,0.9861,0.893,0.9396,False,False Positive (Hallucination),0.9396
वैसे एक बात बताइए शाहीन बाग में फिक्स रेट है या मोलभाव भी होता है लेकिन हिसाब किताब में आप तो अभिजीत बैनर्जी का न्याय योजना को भी पटकनी दे दिए,1,0,0.0045,0.1163,0.0604,False,False Negative (Missed Hate),0.9396
दलित बिलकुल नीच होते हैं,0,1,0.9363,0.9427,0.9395,False,False Positive (Hallucination),0.9395
deshdrohi hum nahi aap ke mandir ke . pandit hai jo rape karte hain,1,0,0.0529,0.0681,0.0605,False,False Negative (Missed Hate),0.9395
भारत एक ऐसा देश बन रहा है जहां कोई भी मुँह उठाकर सरकार को चुनौती दे सकता है । क्योंकि सरकार चुपचाप सुन रही है और बातचीत कर रही है । फिर चाहे वो चीन हो चाहे पाकिस्तान चाहे तुर्की या फिर एक छोटा सा नेपाल,0,1,0.9428,0.9363,0.9395,False,False Positive (Hallucination),0.9395
muth,1,0,0.1195,0.0023,0.0609,False,False Negative (Missed Hate),0.9391
the only thing women respect is the fist,1,0,0.094,0.0279,0.061,False,False Negative (Missed Hate),0.939
आगरा ट्रिपल मर्डर की गुथी सुलझी मुठभेड़ के बाद मास्टरमाइंड को किया गया गिरफ्तार,1,0,0.1008,0.0213,0.0611,False,False Negative (Missed Hate),0.9389
"रमाकांत,उमाकांत,अतीक अहमद,dp यादव,ददुआ,बालकुमार पटेल,भालचंद्र,मुख्तार अंसारी,शहाबुद्दीन,राजूपाल,ओमप्रकाश पासवान,जवाहर सिंह,फूलन देवी,सूरजपाल जैसे लोग गुंडे,माफिया नही हैं/थे ये सामंती व्यवस्था के खिलाफअस्तित्व की लडाई लडते योद्धा हैं जो मनुवादी मीडिया के दुष्प्रचार का शिकार हुए।",1,0,0.0667,0.0555,0.0611,False,False Negative (Missed Hate),0.9389
you were all insane if you think a hearing by a supreme trial judge is that appropriate place with a mourning father to talk over gun control he may not enact laws he upholds them one should have demanded his state to shake his hand,1,0,0.1157,0.0066,0.0611,False,False Negative (Missed Hate),0.9389
"yes, you are correct. there is no nation who is called hindu nation in the world and these muslims have several nations in the world and in today's world on the name of modernity almost hindus stay silent on such matters and they don't raise their voice which emphasizes these so called swines to do such bull shit action",0,1,0.9845,0.893,0.9388,False,False Positive (Hallucination),0.9388
mary oh your darling girlfriend is ozzie,1,0,0.0873,0.0352,0.0612,False,False Negative (Missed Hate),0.9388
"bhai sab thik hain..tum srk ko hate karte ho ,thik hai..but krk ko sir bol rahe ho,.....wtf...usli 90% fake followers hain...",1,0,0.0295,0.093,0.0612,False,False Negative (Missed Hate),0.9388
बुराड़ी में दिल्ली सरकार का बेड का नया वर्ल्ड क्लास अस्पताल बन रहा है। करोना के इलाज के लिए हम बेड्स अभी शुरू कर रहे हैं। इसका जायज़ा लेने आज मैं और मनीष जी गए थे।,0,1,0.9556,0.9216,0.9386,False,False Positive (Hallucination),0.9386
ise hi kehte hai darrr ki maaki choot,0,1,0.8965,0.9805,0.9385,False,False Positive (Hallucination),0.9385
nopes... nahin hai .. fans hate it and haters hate it... pata chal jaaega ki public ko kaise lag rahi hai,1,0,0.0094,0.1136,0.0615,False,False Negative (Missed Hate),0.9385
रिया और शोविक से चार घंटे तक पूछताछ हुई पहले दौर की पूछताछ खत्म,0,1,0.9786,0.898,0.9383,False,False Positive (Hallucination),0.9383
"ये ऐसा छोटे बच्चो के साथ करते है, खिलौना तोडा तो अगली बार ला के नहीं देंगे। ये तो पढ़ा लिखा है ना। उठा के बाहर फेंक देना चाहिए साले को",1,0,0.0895,0.0342,0.0618,False,False Negative (Missed Hate),0.9382
मेरे सभी चमारों को बहुत सारा प्यार,1,0,0.0978,0.0257,0.0618,False,False Negative (Missed Hate),0.9382
dar ki ma ki ch*t,0,1,0.917,0.9591,0.938,False,False Positive (Hallucination),0.938
agar aap ko lagta hai ki party mai aap ka satkar nahi ho raha hai to aap party se alag kaheko nahi ho hate ho. tum gaddar ho.,0,1,0.9851,0.8907,0.9379,False,False Positive (Hallucination),0.9379
"और तू #भोसडी के ख़ुद लिखता है , अंग्रेज़ी आती है तेरे को? साला अनपढ़ #हरामआदमी तेरे ट्वीट तो कोई #पीएफ़आई का एजेंट लिखता होगा",1,0,0.0103,0.1148,0.0625,False,False Negative (Missed Hate),0.9375
मुसलमानों की जिंदगी का कोई मूल्य नहीं होता,0,1,0.9288,0.946,0.9374,False,False Positive (Hallucination),0.9374
सभी दलित कबाड़ हैं,0,1,0.9427,0.9319,0.9373,False,False Positive (Hallucination),0.9373
abe bharath baap hai thera pakistan ka.. terrorism ka bheed hai thumara saara desh..,1,0,0.0784,0.0471,0.0627,False,False Negative (Missed Hate),0.93729997
behanch**d,1,0,0.088,0.0377,0.0628,False,False Negative (Missed Hate),0.9372
dar ki ma ki ch***,0,1,0.9227,0.9517,0.9372,False,False Positive (Hallucination),0.9372
"jisne seekha hoga bjp se hi seekha hoga. neech sanskaar, gandi zaban, maa-behen ka rape tum log.",0,1,0.9814,0.8926,0.937,False,False Positive (Hallucination),0.937
there are where are you with no paki cab standing by this unknown,1,0,0.1229,0.0037,0.0633,False,False Negative (Missed Hate),0.9367
आप यह नहीं लिख सकते कि मैं तुम्हारे जैसी किसी भी दलित का वध करूंगा तो मैं आपको उसके लिए अदालत ले जाऊंगा।,0,1,0.9726,0.9004,0.9365,False,False Positive (Hallucination),0.9365
मई पुलिस मन की निंदा करता हूँ,1,0,0.1024,0.0248,0.0636,False,False Negative (Missed Hate),0.9364
tv ki sita ko ye b nahi pata ki kya bolna hai kya nahi bas nafrat ki rajneeti se matlab hai inhe,1,0,0.0572,0.0701,0.0637,False,False Negative (Missed Hate),0.9363
केवल हिन्दू ही इतने अनपढ़ हो सकते हैं,0,1,0.9449,0.9273,0.9361,False,False Positive (Hallucination),0.9361
nehru ki maa ki chut**,0,1,0.9373,0.9347,0.936,False,False Positive (Hallucination),0.936
music is hard to pull a post and not really acknowledge that you am xenophobic,1,0,0.0821,0.0458,0.064,False,False Negative (Missed Hate),0.936
सिरसा की सासंद सुनीता दुग्गल ने कहा लाॅकडाउन से बाधित विकास कार्य शीघ्र पूरे होंगे। देखिये प्रदेश से जुडी ख़बरों का लेखाजोखा रोज़ाना शाम बजे सिर्फ दूरदर्शन हिसार पर,0,1,0.9717,0.9002,0.9359,False,False Positive (Hallucination),0.9359
दूसरे हफ्ते में भी ज़ोरदार कमाई कर रही है आयुष्मान खुराना की आर्टिकल जानें अब तक का कलेक्शन,1,0,0.0835,0.0448,0.0641,False,False Negative (Missed Hate),0.9359
why does everyone think jews are evil they really are not and it should be common knowledge to everyone this is getting ridiculous i does not want to have to go around informing people what they should already know,0,1,0.885,0.9865,0.9358,False,False Positive (Hallucination),0.9358
lavander,1,0,0.0031,0.1253,0.0642,False,False Negative (Missed Hate),0.9358
पाकिस्तानी सबसे बकवस होते हैं,0,1,0.9411,0.9303,0.9357,False,False Positive (Hallucination),0.9357
छत्तीसगढ़ में हीरा तस्करी का सबसे बड़ा मामला सामने आया हीरे बरामद,1,0,0.1062,0.0223,0.0643,False,False Negative (Missed Hate),0.9357
"kaha gye bhai, ab issi bnao sirf india ka content bnane me easy hota hai, indian flag ko joothe me rkhne wale fu*k o**",0,1,0.9686,0.9027,0.9356,False,False Positive (Hallucination),0.9356
abe yeh to ben c$$$d nikla,0,1,0.8859,0.985,0.9354,False,False Positive (Hallucination),0.9354
gao rakshak aap se sambhale nahi jaate or baat kerte hain terrorism ki. itna hi dimag bathroom banane mein lagate tou log hagg ker dua dete,1,0,0.068,0.0612,0.0646,False,False Negative (Missed Hate),0.9354
राम जन्मभूमिबाबरी मस्जिद मामले में जल्द ही फैसला आने वाला और इसलिए व्हाट्सएप्प और सोशल मीडिया की कड़ी निगरानी में होगा । जिसके चलते नए संचार दिशानिर्देशों को लागू किया जाएगा ।,1,0,0.0245,0.1048,0.0647,False,False Negative (Missed Hate),0.9353
पाकिस्तानी ही सबसे मुख होते हैं,0,1,0.9282,0.9425,0.9353,False,False Positive (Hallucination),0.9353
उद्धव मुंबई में आज तुमने कंगना का ऑफिस गिराकर बाबा साहब की इज्जत को दुनिया के सामने गिरा दिया और हमारे सारे रिश्ते भी खत्म कर दिए अब धर्म युद्ध होगा कौरवों और पांडवों के बीच का जिसमें मैं तुम्हारे विपक्ष में खड़ा रहूंगा।,1,0,0.0101,0.1193,0.0647,False,False Negative (Missed Hate),0.9353
"bhai ye bateyn kar sakte hai bas..bheekh par palne ki adat hai iinhe..terrorism par bada guman hai inhe..bc,peshwar bhool gye..sorry to say",1,0,0.023,0.1066,0.0648,False,False Negative (Missed Hate),0.9352
eat 5 star do nothing mountain dew daar ki maa ki chut*,0,1,0.9246,0.9456,0.9351,False,False Positive (Hallucination),0.9351
anil apna jo bhi gussa ya jo bhi hai woh jaa ke sahi jagah pe nikalo. zubina pe is tarah ke ghatiya aur hate tweet mat karo,0,1,0.9766,0.8936,0.9351,False,False Positive (Hallucination),0.9351
मजबूत विदेशी संकेतों के बावजूद भारतीय बाजारों की शुरुआत आज सुस्ती के साथ हुई लेकिन कमाई का मौका अभी भी बरकरार,0,1,0.9855,0.8846,0.935,False,False Positive (Hallucination),0.935
फिल्म अभिनेता नसीरुद्दीन शाह बीमार नसीरुद्दीन शाह की तबीयत बिगड़ी नसीरुद्दीन शाह अस्पताल में भर्ती कई दिनों से बीमार हैं नसीरुद्दीन शाह,1,0,0.0273,0.1028,0.0651,False,False Negative (Missed Hate),0.9349
जिन लकड़ो को कुतिया भी न देखे उनसे कैसे फँस जाती है ये बेवकूफ लोग link,1,0,0.1225,0.0078,0.0652,False,False Negative (Missed Hate),0.9348
maintain dew darr ki mkc,0,1,0.9249,0.9446,0.9347,False,False Positive (Hallucination),0.9347
एक जगह बोर्ड लगा था मात्र रु मे प्रधानमंत्री बनने का तरीका सीखे मैने जब अंदर जाकर देखा तो कमीने लोग चाय बनाना सिखा रहे थे।,1,0,0.0647,0.0659,0.0653,False,False Negative (Missed Hate),0.9347
i hate how they loved getting sick,1,0,0.1097,0.0208,0.0653,False,False Negative (Missed Hate),0.9347
today's hate shate target snapchat. ya snapdeal whatever. chalo ussko bhi baandh ke gaari pur bithana hai?,1,0,0.0842,0.0466,0.0654,False,False Negative (Missed Hate),0.9346
or aap logo nay kay kiya thaa economy kay saath rape kar diya thaa scam kar-kar kay kamino ab tumko economy dikhi,1,0,0.0769,0.0538,0.0654,False,False Negative (Missed Hate),0.9346
इतना गुंडा गर्दी करने के बाद ठाकरे कहता है हमारी खामोशी को हमारी कमजोरी ना समझे । इसे आप क्या कहेंगे?,1,0,0.0092,0.1229,0.0661,False,False Negative (Missed Hate),0.9339
sushma tai zvade,1,0,0.1286,0.0037,0.0662,False,False Negative (Missed Hate),0.9338
darr ki maa ki chuuu,1,0,0.0878,0.0446,0.0662,False,False Negative (Missed Hate),0.9338
chutiyapa!,0,1,0.8714,0.9962,0.9338,False,False Positive (Hallucination),0.9338
दुनिया में ऐसा कुछ नहीं है जो मुझे एक बांग्लादेशी से कम पसंद हो,0,1,0.9555,0.9108,0.9331,False,False Positive (Hallucination),0.9331
सभी बांग्लादेशियों को मार डालो जैसी आपकी बातें सही नहीं लगती,1,0,0.0273,0.1066,0.067,False,False Negative (Missed Hate),0.93299997
घर में अगर किसी को लक्षण नहीं है तो क्या एक दूसरे का सामान प्रयोग कर सकते हैं,1,0,0.0893,0.0447,0.067,False,False Negative (Missed Hate),0.93299997
anant singh arun singh omparkash janadan sriagrawal ye hatya rape gunda gardi kre to bht accha,1,0,0.0622,0.0727,0.0675,False,False Negative (Missed Hate),0.9325
"jo sp k gundy atankvadhio rape master logo par police,cort,judjes,gun kush nahi kar paai wo sab aap ki ungli kamal dubaa kar kar sakti. pic.twitter.com/xiowyovvma",1,0,0.0586,0.0767,0.0677,False,False Negative (Missed Hate),0.9323
ों और मस्जिदों का सहयोग न करें इसके बाद लाल रंग के बैकग्राउंड के साथ लिखा है रूह अफ़्ज़ा उसी वक़्फ़ बोर्ड की कंपनी है जो अयोध्या में राम मंदिर का विरोध करते हैं वहीँ निचली और लिखा है निवेदक वीर सावरकर संगठन,1,0,0.032,0.1037,0.0678,False,False Negative (Missed Hate),0.9322
ब्लैक टाॅप की चोटियो को चीन का हिस्सा मानने वाली कांग्रेस अब वहा भारत का कब्ज़ा हैशर्म आ रही है की नही कांग्रेस,1,0,0.0617,0.0747,0.0682,False,False Negative (Missed Hate),0.9318
"चोर मुल्ले को भीड़ मारे तो आसमान टूट पड़ता है,पर अगर यही हरामी मुल्ले मंदिरो को तोडने लगे,बिना किसी उकसावे के,तब पूरी दुनिया का ज्ञान उभर आता है आप जयचंदो की छाती पर, है ना?",0,1,0.9887,0.8742,0.9315,False,False Positive (Hallucination),0.9315
राहुल और प्रियंका के पोस्टर जो बिहार और प्रयागराज कुम्भ में उनके कार्यकर्ता लगा रहे है वे हिन्दू देवी देवताओं का अपमान कर रहे है। क्या इन कार्यकताओं में इतनी हिम्मत है कि इशामासीह और कुरान शरीफ और पवित्र मक्का मदीना के पोस्टर में राहुल और प्रियंका की तस्वीर लगाए। है हिम्मत क्या?,1,0,0.0208,0.1162,0.0685,False,False Negative (Missed Hate),0.9315
असभ्य होना हिजड़ों के सवभव में हैं,0,1,0.9077,0.9544,0.931,False,False Positive (Hallucination),0.931
army ko roti nai milti awam k pas toilet nai or girls ka sath rape.muqabla karty hain pakistan se wah g wah,1,0,0.0513,0.0868,0.069,False,False Negative (Missed Hate),0.931
इसके साथ ही ग्रा मिर्च ग्रा धनिया ली केरोसिन पैकेट मोमबत्ती पैकेट माचिस पैकेट बिस्कुट ली रिफाइन्ड तेल टेबलेट क्लोरीन एवं नहाने का साबुन भी वितरित किया जा रहा है राहत आयुक्त श्री संजय गोयल जी,1,0,0.0101,0.1281,0.0691,False,False Negative (Missed Hate),0.9309
rt : चिंग पूंग पिंग की हालत देख पाकिस्तान का सरपंच इमरान खान जुलाब की दवा ले रहा है.,1,0,0.0497,0.0888,0.0692,False,False Negative (Missed Hate),0.9308
इस देश में 8200 रेल्वे स्टेशन में भाजपा ने कितने बनाए 0 फिर निजीकरण क्यों #योगीजी_नही_चाहिये_संविदा,1,0,0.1191,0.0193,0.0692,False,False Negative (Missed Hate),0.9308
"बहुत बड़ा कमीना है तु , इतना गली कैसे हज़म कर लेता तु? चमड़े कितना मोटा है तेरा. कु दिन भर भौकते रहता हैहै तु? राहुल गांडू के चमचे होने पर तुझे सरम नही अता? कहाँ से मिला तुझे जाहिल वाला सर्टिफिकेट",1,0,0.0947,0.0448,0.0698,False,False Negative (Missed Hate),0.9302
कांग्रेस पार्टी की राष्ट्रीय संवादाता प्रियंका चतुर्वेदी ने ये बयान दिया जिस फौजी ने बेकसूर आतंकवादी को घसीटा उसको फांसी नहीं हुई तो देश में आग लगा देंगे,1,0,0.0174,0.1221,0.0698,False,False Negative (Missed Hate),0.9302
rape karte waqt words ki chinta karni thi,1,0,0.0467,0.0931,0.0699,False,False Negative (Missed Hate),0.9301
mam humare yahaan gujarat ke naliya me in bjp valo ne rape kiya aur abhi tak pakde bhi nahi gaye,1,0,0.0976,0.0423,0.0699,False,False Negative (Missed Hate),0.9301
पृथ्वी की पहली तस्वीरें चंद्रयान द्वारा भेजी गई आंखों को मनमोहक लगने वाला दृश्य,1,0,0.0089,0.1312,0.0701,False,False Negative (Missed Hate),0.9299
sunny pagi .... ye baat toh kabhi sahi hai but un logo ko aap kya kahege ko kisi ka bhi rape krke muder kr dete haiii,1,0,0.0583,0.082,0.0701,False,False Negative (Missed Hate),0.9299
साला चरस फूकने वाला है। साले ने राज्यसभा की मर्यादा को तारतार कर दिया।,1,0,0.074,0.0668,0.0704,False,False Negative (Missed Hate),0.9296
सूरत कंपनी के लाख रुपए लेकर फरार हुए आरोपी को पुलिस ने किया गिरफ्तार जानिए क्या था पूरा मामला,1,0,0.0352,0.1058,0.0705,False,False Negative (Missed Hate),0.9295
jis desh mein annadata ka insult ho women ka rape ho who desh backward hi kahan jaata hai wheat n rice kya japan se aayega,0,1,0.9763,0.8826,0.9294,False,False Positive (Hallucination),0.9294
आप मुसलमान व इसाई बन सकते है पर आप हिंदू नहीं बन सकते क्योकि हिन्दू बना नही जाता हिन्दू पैदा होना पड़ता है जय हिन्दुत्व,1,0,0.0371,0.1043,0.0707,False,False Negative (Missed Hate),0.9293
यह पूरी तरह से बकवास है प्रेरित स्रोतों द्वारा चलाया गया है। जो सुनना चाहते हैं उनमें से किसी से भी आप यह कह सकते हैं कि ऐसा मैंने कहा है। मैंने नीरव मोदी के धोखाधड़ी के बारे में राहुल गांधी और पी चिदंबरम को चेतावनी दी थी। लेकिन उन्होंने मुझे चुप रहने के लिए मजबूर किया और मई तक ऋणों को मंजूरी देते रहे। मुझे अब पीएनबी घोटाले के लिए दोषी क्यों ठहराया जा रहा है।,0,1,0.9816,0.8771,0.9293,False,False Positive (Hallucination),0.9293
फिल्म अभिनेता नसीरुद्दीन शाह बीमार नसीरुद्दीन शाह की तबियत बिगड़ी नसीरुद्दीन शाह अस्पताल में भर्ती कई दिनों से बीमार हैं नसीरुद्दीन शाह।,1,0,0.0281,0.114,0.071,False,False Negative (Missed Hate),0.929
in hindi says bss kuch nhi dar ke maa ki chu**,0,1,0.9192,0.9384,0.9288,False,False Positive (Hallucination),0.9288
but is just left back and left behind people can make great events happen,1,0,0.1353,0.0072,0.0713,False,False Negative (Missed Hate),0.9287
हिन्दुओं की हत्या हो रही है ऐसे ही चुप चाप नहीं बैठ सकते हम,0,1,0.9253,0.9319,0.9286,False,False Positive (Hallucination),0.9286
"आसिफ़ हो या ट्विंकल हत्यारा हिन्दू हो या मुसलमान मासूम बच्ची के साथ हैवानियत किसी भी हाल में मंज़ूर नहीं हैं,फाँसी दो।",1,0,0.0298,0.1139,0.0718,False,False Negative (Missed Hate),0.9282
"cctv footage of jihadi attack in temple in lal quan, chandani chowk. चर्च का कांच टूटने पर कोहर्रम व 24*7 कवरेज परन्तु मंदिर व हिंदुओं पर हमले का प्रत्यक्ष वीडियो होने के बावजूद सन्नाटा। ऐसा दोगलापन और धूर्तता ही क्रिया की तीक्ष्ण प्रतिक्रिया की पृष्ठभूमि तैयार करती है।",1,0,0.009,0.1347,0.0719,False,False Negative (Missed Hate),0.9281
एक और आदिवासी,1,0,0.1044,0.0407,0.0725,False,False Negative (Missed Hate),0.9275
मुझे महिलाऐं बेहद पसंद हैं,1,0,0.0238,0.1217,0.0727,False,False Negative (Missed Hate),0.9273
mountain dew dar ki maa ki c****,1,0,0.0142,0.1317,0.0729,False,False Negative (Missed Hate),0.9271
"aur tumhra bhai, abba khud tum logo ka islamic rape kar dete he,",1,0,0.0296,0.1161,0.0729,False,False Negative (Missed Hate),0.9271
aap log khud apni behnu ka rape kar rahe ho hamain kya sikhawoge,1,0,0.0658,0.0801,0.0729,False,False Negative (Missed Hate),0.9271
हम सभी एक बार और हमेशा के लिए दलितों से छुटकारा कियु नहीं पा लेते,0,1,0.9748,0.8792,0.927,False,False Positive (Hallucination),0.927
कलौंजी के बीच शहद के साथ खाने पर कोरोनावायरस से बचा जा सकता है क्योंकि कलौंजी में 100 प्रतिशत हाइड्रोक्सीक्लोरोक्वीन होता है,0,1,0.8926,0.9614,0.927,False,False Positive (Hallucination),0.927
ek aurat ka rape ho gaya hai yaha wo use bhi politics me uska bachao kar rahi hai,1,0,0.0367,0.1094,0.0731,False,False Negative (Missed Hate),0.9269
"kuch log bol rahe hai padmavat film dekhi nahi. phir virodh kyon, ek baat bataye rape hone se pahle koi dekhta hai kya. kisi ka apman hone se pahle, apman karane practice karte hai kya.",1,0,0.0572,0.089,0.0731,False,False Negative (Missed Hate),0.9269
तेलंगाना सरकार मुसलमानों को रमज़ान कि स्पेशल किट फ्रि में दे रही है। हिन्दू के त्यौहार रामनवमीहनुमान जयंतीउगादि पर घर से भी बाहर निकलना मना था,1,0,0.0901,0.0566,0.0733,False,False Negative (Missed Hate),0.9267
मै दलितों का विरोध करता हूँ,0,1,0.9389,0.9142,0.9266,False,False Positive (Hallucination),0.9266
खुले मे तो तु हग रही है काँग्रेसी कुतिया,1,0,0.1457,0.0012,0.0734,False,False Negative (Missed Hate),0.9266
आरोन फिंच ने इंग्लैंड के खिलाफ बनाए दो बड़े रिकॉर्ड सिर्फ विराट कोहली से रह गए पीछे,0,1,0.9743,0.8787,0.9265,False,False Positive (Hallucination),0.9265
केन्द्रीय रेल तथा वाणिज्य और उद्योग मंत्री ने फ्रेट कॉरिडोर कॉरपोरेशन इंडिया लिमिटेड डीएफसीसीआईएल के कार्यो की प्रगति की समीक्षा की विवरण,0,1,0.8797,0.9729,0.9263,False,False Positive (Hallucination),0.9263
raaj k baygherat hotay hein indian sar per jootay parnay k baad bhi entertainment dhond rahay hai rape k bachay,1,0,0.0287,0.1188,0.0738,False,False Negative (Missed Hate),0.92620003
gravity ki maa ki ch***d,0,1,0.8939,0.9585,0.9262,False,False Positive (Hallucination),0.9262
हमें अंग्रेज़ों से छुटकारा पाना चाहिए,0,1,0.9257,0.9263,0.926,False,False Positive (Hallucination),0.926
तू जैसे #घटिया आदमी को भारत में रहने का कोई अधिकार नहीं है #नीच #भगवान_श्रीराम_का_अपमान_करेगा #भगवान_श्रीकृष्ण_का_अपमान_करेगा #राक्षस_कुल_का_है_तू,1,0,0.0197,0.129,0.0743,False,False Negative (Missed Hate),0.9257
"मुस्लिम धर्म में शराब हराम है अब तो ये भी हरामी बनते जा रहे हैं, काहे के मूसल ईमान , आतंकी हैं याद रखना, पहला हमला जिसका कलमा पड़ते हैं मुहम्मद साहब का उनके बच्चों को मारा , बेटी फ़ातिमा , उनका नवासा, दामाद, ये उस धर्म को मानने वाले है। जो कहते है हमारा दीन प्यार मोहब्बत सिखाता ह",1,0,0.0075,0.1416,0.0746,False,False Negative (Missed Hate),0.9254
एक बार किसान के सामने जाकर बोल ये तेरी गान्ड पे ऐसे लट्ठ पड़ेंगे ना साले अगली पीढ़ी सूजी हुई गान्ड लेकर पैदा होंगी समझा दल्ले भाजपा वालो का गू खाया कर तू बस समझा किसान का अनाज खा कर अन्न का अपमान मत करे,1,0,0.0818,0.0676,0.0747,False,False Negative (Missed Hate),0.9253
बहुत सही है इनको चाइना से मांग करनी चाहिए कि हमारे मुस्लिम भाई बहनों को चीन में नमाज नहीं पढ़ने देते अत्याचार होते हैं और सब अरब देश मिलकर चाइना पर आक्रमण करें और मुस्लिम भाइयों को आजाद करें वहां जफर जैसे ओवैसी वारिस शोएब पाकिस्तान की फटती है कुछ नहीं बोलते गद्दारी भारत से,1,0,0.0454,0.1052,0.0753,False,False Negative (Missed Hate),0.9247
ayodya ki girake babri banaaya . uske bath gandu.,0,1,0.8746,0.9745,0.9246,False,False Positive (Hallucination),0.9246
"vo to thik hai na , par koi 6 saal ki bacchi ka rape kare usse tum prophet kyun bol rahe ho ?",1,0,0.1019,0.0495,0.0757,False,False Negative (Missed Hate),0.9243
ने सफलतापूर्वक का फ्लाइट टेस्ट किया,1,0,0.1407,0.0111,0.0759,False,False Negative (Missed Hate),0.9241
riya delhi main uska murder hua hai uske headline jaise zunaid ki banayi thi kyon nahi banti kyo who hindu thi,1,0,0.0764,0.0758,0.0761,False,False Negative (Missed Hate),0.9239
"सरदार पटेल की मूर्ति से पानी नहीं, उनके आंसू बह रहे हैं क्योंकि उनको अब अहसास हो रहा है कि संघ पर बैन लगाकर उन्होंने बड़ी भूल की थी :- अंधभक्त",1,0,0.005,0.1476,0.0763,False,False Negative (Missed Hate),0.9237
"एक लड़ाई हमारी सेना लड़ रही है सीमा पर... एक लड़ाई हमे भी लड़ना है देश के अंदर छुपे गद्दारो से,इसलिए लिखो लोगो को जोड़ो....",1,0,0.1143,0.0382,0.0763,False,False Negative (Missed Hate),0.9237
रघुराम राजन ने सरकार को चेेताया जीडीपी में प्रतिशत की गिरावट चिंताजनक,0,1,0.9855,0.8617,0.9236,False,False Positive (Hallucination),0.9236
but this new dude is all paid scum and deleting of the clear ownership rights of mr justice william franklin bartender and from blearier is the work definition of a paid scum for admin,1,0,0.0036,0.1497,0.0766,False,False Negative (Missed Hate),0.9234
mountain dew darr ki ma ki ch####,0,1,0.9257,0.9203,0.923,False,False Positive (Hallucination),0.923
cut gaya ch**ya,0,1,0.9047,0.9413,0.923,False,False Positive (Hallucination),0.923
logon ko padmavat ki fikar hai magar desh me itne rape ho rahe hain uskliye sarkar kya kr rahi hai #modionzee,1,0,0.0224,0.1317,0.0771,False,False Negative (Missed Hate),0.9229
"अगर दुनिया का सबसे ताकतबर प्रधानमंत्री हमारे देश में है, तो दुनिया का सबसे गिरा हुआ विपक्ष भी अपने ही देश मे ही है !",1,0,0.1045,0.0502,0.0773,False,False Negative (Missed Hate),0.9227
पर पीआईबी का दैनिक बुलेटिन पढ़ें पूरा बुलेटिन,1,0,0.0147,0.1404,0.0775,False,False Negative (Missed Hate),0.9225
ये हिन्दू हमारे देश के लिए कूड़ेकरकट के सामान हैं,0,1,0.9223,0.9219,0.9221,False,False Positive (Hallucination),0.9221
aapki speech suna beti ke bare me.agar beti ki saadi ke baad uske sasural wale uska murder karte hai …,1,0,0.1252,0.0308,0.078,False,False Negative (Missed Hate),0.922
जब पालघर में साधुओं की लिंकिंग हुई तब तुम कमीनी तीनों कहां मर गई कौन से बिल में जाकर घुस गई रांडो बाहर निकलो,1,0,0.036,0.1211,0.0785,False,False Negative (Missed Hate),0.92149997
ब्रिटेन खुशहाल देश है क्यूँकि वहाँ मिस्टर बीन जैसे लोग सिर्फ कॉमेडी करते हैंना कि प्रधानमंत्री बनने का सपना देखते हैं,1,0,0.0083,0.1494,0.0789,False,False Negative (Missed Hate),0.9211
koi ghr m ghuse rape kro ap skaratmak socho kmal ka gyan arjit kiya h sahib n...,1,0,0.0992,0.0586,0.0789,False,False Negative (Missed Hate),0.9211
well yes that s the thing there is a difference between being publically a white nationalist and being a nut or some stereotypical skinhead,0,1,0.8595,0.9825,0.921,False,False Positive (Hallucination),0.921
gandkate,1,0,0.0107,0.1473,0.079,False,False Negative (Missed Hate),0.921
बांग्लादेशियों की जिंदगी का कोई मूल्य नहीं होता,0,1,0.9201,0.9216,0.9209,False,False Positive (Hallucination),0.9209
